"","at_least_2_kids_in_2013","t0_ritual_scale","t1_ritual_scale","t0_ritual_1aweek","t1_ritual_1aweek","t0_faith_scale","t1_faith_scale","t0_faith_full","t1_faith_full","t0_age","t0_parent_income","t0_female","t0_religion_cat","t0_parent_education","t0_race","at_least_2_kid_in_2013","kids_2005","kids_2013","wave1","wave2","wave4","waves_1_2_4","caregiver1"
"1586",NA,1,NA,0,NA,2,NA,0,NA,13,2,0,"Not religious","Less than 12th grade","Black",NA,NA,NA,1,0,0,0,"Parent"
"1587",0,3,3,0,0,5,5,1,1,16,3,0,"Black Protestant","High school","Black",0,1,1,1,1,1,1,"Parent"
"1588",0,7,7,1,1,4,4,0,0,16,6,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1589",0,6,1,1,0,4,2,0,0,16,3,1,"Conservative Protestant","Beyond high school","Hispanic",0,0,1,1,1,1,1,"Parent"
"1590",0,5,2,0,0,5,4,1,0,17,1,1,"Conservative Protestant","Less than 12th grade","White",0,0,1,1,1,1,1,"Parent"
"1591",0,6,3,1,0,3,3,0,0,17,8,0,"Catholic","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1592",NA,4,1,0,0,1,1,0,0,17,1,1,"Not disclosed","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"1593",0,1,1,0,0,1,4,0,0,13,9,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1594",NA,7,2,1,0,3,5,0,1,14,2,1,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"1595",0,7,6,1,1,3,4,0,0,14,7,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1596",0,6,2,1,0,2,2,0,0,14,3,1,"Conservative Protestant","Less than 12th grade","White",0,0,0,1,1,1,1,"Parent"
"1597",0,1,1,0,0,3,2,0,0,16,7,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1598",NA,6,NA,1,NA,4,NA,0,NA,14,5,0,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1599",0,6,5,1,0,4,4,0,0,15,3,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1600",0,5,5,0,0,1,1,0,0,17,7,0,"Catholic","High school","White",0,0,1,1,1,1,1,"Parent"
"1601",NA,5,5,0,0,4,4,0,0,16,6,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1602",0,7,NA,1,NA,5,NA,1,NA,16,6,0,"Mainline Protestant","Beyond high school","White",0,0,1,1,0,1,0,"Parent"
"1603",NA,7,6,1,1,5,3,1,0,14,6,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1604",0,2,4,0,0,3,3,0,0,14,NA,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1605",0,5,5,0,0,5,4,1,0,13,4,1,"Black Protestant","High school","Black",0,0,0,1,1,1,1,"Parent"
"1606",0,7,7,1,1,4,4,0,0,13,5,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1607",0,5,4,0,0,3,2,0,0,16,11,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1608",0,6,7,1,1,5,5,1,1,17,6,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1609",NA,6,NA,1,NA,4,NA,0,NA,17,3,1,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1610",0,1,2,0,0,4,4,0,0,13,6,1,"Mainline Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1611",0,6,4,1,0,3,3,0,0,16,11,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1612",0,6,5,1,0,4,4,0,0,13,4,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1613",NA,1,7,0,1,4,5,0,1,15,3,1,"Conservative Protestant","High school","Other",NA,NA,NA,1,1,0,0,"Parent"
"1614",0,7,7,1,1,4,4,0,0,14,5,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1615",NA,7,4,1,0,4,4,0,0,17,4,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1616",0,1,2,0,0,1,3,0,0,14,NA,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1617",NA,3,NA,0,NA,4,NA,0,NA,16,3,0,"Black Protestant","High school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1618",NA,6,3,1,0,5,3,1,0,16,11,1,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1619",0,6,4,1,0,3,3,0,0,14,4,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1620",NA,7,6,1,1,3,3,0,0,14,4,0,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1621",NA,3,NA,0,NA,4,NA,0,NA,17,6,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1622",NA,7,NA,1,NA,5,NA,1,NA,16,4,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Legal guardian"
"1623",0,7,7,1,1,4,4,0,0,13,7,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1624",0,7,NA,1,NA,5,NA,1,NA,14,4,0,"Mainline Protestant","Beyond high school","Black",0,0,0,1,0,1,0,"Parent"
"1625",0,1,2,0,0,3,2,0,0,17,11,0,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1626",0,3,1,0,0,4,4,0,0,14,4,1,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"1627",0,6,3,1,0,4,3,0,0,16,9,1,"Conservative Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"1628",0,1,1,0,0,2,1,0,0,17,NA,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1629",0,1,1,0,0,2,2,0,0,17,11,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1630",NA,6,7,1,1,5,5,1,1,14,6,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1631",0,6,1,1,0,3,5,0,1,16,3,1,"Black Protestant","Less than 12th grade","Black",0,0,1,1,1,1,1,"Parent"
"1632",0,6,5,1,0,5,2,1,0,15,6,1,"Conservative Protestant","Beyond high school","White",0,1,1,1,1,1,1,"Parent"
"1633",0,5,NA,0,NA,4,NA,0,NA,14,10,1,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1634",0,6,1,1,0,4,3,0,0,15,3,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1635",NA,2,NA,0,NA,3,NA,0,NA,17,5,0,"Not religious","Beyond high school","Other",NA,NA,NA,1,0,0,0,"Parent"
"1636",1,2,1,0,0,3,3,0,0,17,10,1,"Catholic","Beyond high school","Hispanic",1,0,2,1,1,1,1,"Parent"
"1637",0,3,1,0,0,3,3,0,0,16,2,1,"Not religious","Less than 12th grade","Black",0,1,1,1,1,1,1,"Parent"
"1638",0,1,1,0,0,3,3,0,0,16,5,0,"Not religious","Beyond high school","Other",0,0,1,1,1,1,1,"Legal guardian"
"1639",NA,6,4,1,0,3,3,0,0,15,NA,0,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1640",0,1,1,0,0,2,1,0,0,17,5,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1641",NA,2,1,0,0,1,2,0,0,17,9,1,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1642",0,7,6,1,1,5,5,1,1,15,11,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1643",0,5,2,0,0,5,3,1,0,14,10,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1644",NA,7,5,1,0,5,5,1,1,13,11,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1645",NA,6,NA,1,NA,5,NA,1,NA,13,7,1,"Not disclosed","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"1646",0,5,NA,0,NA,2,NA,0,NA,14,11,0,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1647",0,6,6,1,1,4,5,0,1,16,11,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1648",NA,3,3,0,0,4,4,0,0,16,1,1,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1649",0,2,NA,0,NA,2,NA,0,NA,16,8,1,"Catholic","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1650",0,6,6,1,1,4,4,0,0,15,9,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1651",0,2,1,0,0,2,2,0,0,16,11,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1652",0,6,6,1,1,5,5,1,1,14,11,0,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"1653",0,3,1,0,0,2,3,0,0,14,NA,0,"Mainline Protestant",NA,"White",0,0,0,1,1,1,1,"Parent"
"1654",NA,1,1,0,0,3,3,0,0,14,7,0,"Catholic","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"1655",NA,7,1,1,0,4,3,0,0,13,10,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1656",0,3,2,0,0,2,2,0,0,15,3,0,"Catholic","Less than 12th grade","Hispanic",0,0,1,1,1,1,1,"Parent"
"1657",NA,2,NA,0,NA,1,NA,0,NA,15,11,0,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1658",NA,3,5,0,0,2,3,0,0,14,4,0,"Mainline Protestant","Beyond high school","Not disclosed",NA,NA,NA,1,1,0,0,"Parent"
"1659",NA,2,NA,0,NA,2,NA,0,NA,13,2,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1660",0,1,1,0,0,1,1,0,0,16,9,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1661",NA,6,NA,1,NA,3,NA,0,NA,16,6,0,"Catholic","High school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"1662",0,5,5,0,0,4,4,0,0,16,7,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1663",NA,5,5,0,0,4,4,0,0,16,9,0,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1664",0,1,4,0,0,1,4,0,0,16,11,1,"Not religious","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1665",NA,6,NA,1,NA,4,NA,0,NA,17,4,0,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1666",0,6,5,1,0,5,4,1,0,13,5,1,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1667",0,4,1,0,0,3,3,0,0,16,NA,0,"Conservative Protestant","Less than 12th grade","White",0,0,0,1,1,1,1,"Parent"
"1668",0,1,1,0,0,1,2,0,0,15,5,1,"Not religious","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"1669",NA,5,NA,0,NA,4,NA,0,NA,16,11,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1670",0,4,2,0,0,3,3,0,0,13,7,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1671",NA,6,NA,1,NA,3,NA,0,NA,15,6,0,"Catholic","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1672",0,1,NA,0,NA,2,NA,0,NA,14,6,0,"Not religious","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1673",NA,7,3,1,0,4,3,0,0,15,4,1,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1674",0,1,1,0,0,1,1,0,0,13,3,1,"Not religious","High school","White",0,0,0,1,1,1,1,"Parent"
"1675",NA,3,NA,0,NA,4,NA,0,NA,16,NA,1,"Not religious","High school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1676",0,1,1,0,0,2,1,0,0,15,8,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"1677",0,4,4,0,0,2,3,0,0,15,5,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1678",0,7,5,1,0,3,3,0,0,17,10,0,"Catholic","Beyond high school","Other",0,0,0,1,1,1,1,"Parent"
"1679",NA,3,NA,0,NA,3,NA,0,NA,17,2,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1680",0,2,1,0,0,2,1,0,0,16,6,0,"Catholic","High school","Other",0,0,0,1,1,1,1,"Parent"
"1681",0,1,NA,0,NA,3,NA,0,NA,15,3,0,"Not religious","High school","White",0,0,1,1,0,1,0,"Parent"
"1682",0,6,6,1,1,4,5,0,1,14,6,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1683",0,2,2,0,0,2,3,0,0,16,8,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1684",0,1,5,0,0,3,2,0,0,13,2,1,"Not religious","High school","Not disclosed",0,0,0,1,1,1,1,"Parent"
"1685",0,6,4,1,0,2,3,0,0,14,7,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1686",NA,3,NA,0,NA,2,NA,0,NA,15,3,0,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1687",0,3,5,0,0,5,4,1,0,16,11,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1688",0,2,2,0,0,2,2,0,0,14,9,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1689",0,6,2,1,0,3,3,0,0,17,2,0,"Mormon","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1690",0,1,6,0,1,3,3,0,0,13,NA,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"1691",0,5,7,0,1,3,5,0,1,14,3,0,"Black Protestant","High school","Black",0,0,0,1,1,1,1,"Parent"
"1692",0,2,1,0,0,4,2,0,0,16,6,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1693",0,1,1,0,0,3,3,0,0,14,8,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"1694",0,6,2,1,0,4,4,0,0,15,6,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1695",0,6,7,1,1,2,4,0,0,16,5,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1696",0,5,4,0,0,3,2,0,0,17,9,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1697",0,7,6,1,1,5,5,1,1,17,6,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1698",NA,1,NA,0,NA,1,NA,0,NA,13,NA,1,"Not religious","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1699",NA,5,NA,0,NA,5,NA,1,NA,16,NA,0,"Conservative Protestant","Less than 12th grade","White",NA,NA,NA,1,0,0,0,"Parent"
"1700",NA,1,NA,0,NA,5,NA,1,NA,14,2,1,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Legal guardian"
"1701",0,1,6,0,1,3,5,0,1,15,7,0,"Mainline Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1702",0,6,5,1,0,4,3,0,0,13,10,1,"Catholic","High school","White",0,0,1,1,1,1,1,"Parent"
"1703",NA,6,6,1,1,5,5,1,1,14,2,1,"Black Protestant","High school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1704",NA,6,NA,1,NA,3,NA,0,NA,13,5,1,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"1705",0,5,4,0,0,4,3,0,0,14,5,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1706",1,2,4,0,0,4,4,0,0,15,4,0,"Catholic","Beyond high school","White",1,2,3,1,1,1,1,"Parent"
"1707",NA,7,3,1,0,4,4,0,0,17,6,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1708",0,2,2,0,0,3,3,0,0,14,2,1,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Legal guardian"
"1709",NA,1,7,0,1,3,4,0,0,13,3,1,"Conservative Protestant","Less than 12th grade","White",NA,NA,NA,1,1,0,0,"Parent"
"1710",NA,1,NA,0,NA,1,NA,0,NA,14,NA,0,"Not religious","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1711",0,1,1,0,0,3,3,0,0,14,11,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1712",1,6,3,1,0,4,4,0,0,14,4,0,"Black Protestant","Beyond high school","Black",1,0,2,1,1,1,1,"Parent"
"1713",NA,6,NA,1,NA,4,NA,0,NA,14,NA,1,"Not disclosed","Less than 12th grade","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"1714",0,2,5,0,0,3,3,0,0,15,11,0,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
"1715",0,1,NA,0,NA,1,NA,0,NA,17,4,0,"Not religious","Beyond high school","White",0,0,1,1,0,1,0,"Parent"
"1716",0,2,NA,0,NA,2,NA,0,NA,13,5,0,"Catholic","High school","White",0,0,0,1,0,1,0,"Parent"
"1717",NA,2,NA,0,NA,4,NA,0,NA,17,6,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1718",0,6,7,1,1,3,4,0,0,15,5,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1719",0,4,2,0,0,2,2,0,0,15,8,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"1720",NA,6,2,1,0,5,3,1,0,17,NA,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1721",NA,7,7,1,1,4,5,0,1,14,9,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Adoptive p."
"1722",NA,1,NA,0,NA,1,NA,0,NA,17,3,1,"Not religious","High school","White",NA,NA,NA,1,0,0,0,"Parent"
"1723",0,1,2,0,0,2,2,0,0,13,4,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1724",NA,5,1,0,0,4,4,0,0,14,4,0,"Other religion","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"1725",0,1,1,0,0,2,1,0,0,15,2,0,"Not religious","High school","White",0,0,0,1,1,1,1,"Parent"
"1726",0,1,1,0,0,3,3,0,0,14,3,0,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1727",1,6,5,1,0,5,5,1,1,13,3,1,"Conservative Protestant","Beyond high school","Hispanic",1,1,3,1,1,1,1,"Parent"
"1728",0,1,1,0,0,2,2,0,0,15,NA,0,"Not religious","High school","White",0,0,1,1,1,1,1,"Parent"
"1729",0,7,6,1,1,4,3,0,0,15,10,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1730",0,5,6,0,1,5,4,1,0,15,4,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"1731",NA,4,NA,0,NA,3,NA,0,NA,15,2,1,"Conservative Protestant","High school","White",NA,NA,NA,1,0,0,0,"Grandparent"
"1732",0,2,1,0,0,3,3,0,0,17,4,1,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Legal guardian"
"1733",0,2,1,0,0,4,2,0,0,14,11,1,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1734",0,1,1,0,0,2,3,0,0,14,5,0,"Catholic","Beyond high school","Hispanic",0,0,0,1,1,1,1,"Parent"
"1735",NA,7,NA,1,NA,4,NA,0,NA,16,7,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1736",0,2,5,0,0,3,3,0,0,13,5,1,"Conservative Protestant","Beyond high school","Hispanic",0,0,1,1,1,1,1,"Parent"
"1737",NA,7,NA,1,NA,2,NA,0,NA,16,4,1,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Legal guardian"
"1738",NA,2,2,0,0,3,3,0,0,15,4,1,"Conservative Protestant","High school","White",NA,NA,NA,1,1,0,0,"Parent"
"1739",0,3,1,0,0,4,3,0,0,14,4,0,"Conservative Protestant","High school","White",0,0,1,1,1,1,1,"Parent"
"1740",0,6,6,1,1,4,4,0,0,15,8,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1741",1,1,1,0,0,3,4,0,0,15,3,1,"Conservative Protestant","High school","White",1,0,2,1,1,1,1,"Parent"
"1742",NA,5,4,0,0,4,3,0,0,14,7,0,"Mainline Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1743",0,2,1,0,0,2,2,0,0,15,6,1,"Not disclosed","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1744",0,4,NA,0,NA,3,NA,0,NA,17,4,1,"Conservative Protestant","High school","White",0,0,0,1,0,1,0,"Parent"
"1745",NA,6,NA,1,NA,3,NA,0,NA,17,4,0,"Catholic","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Parent"
"1746",NA,1,1,0,0,2,2,0,0,15,11,1,"Not religious","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1747",1,6,NA,1,NA,1,NA,0,NA,16,10,0,"Catholic","Beyond high school","Hispanic",1,0,2,1,0,1,0,"Parent"
"1748",NA,1,1,0,0,5,3,1,0,13,5,0,"Not religious","Beyond high school","Other",NA,NA,NA,1,1,0,0,"Parent"
"1749",0,1,1,0,0,2,2,0,0,17,3,1,"Conservative Protestant","Less than 12th grade","White",0,0,0,1,1,1,1,"Parent"
"1750",0,1,1,0,0,4,3,0,0,15,7,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"1751",NA,7,1,1,0,4,4,0,0,14,4,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Legal guardian"
"1752",0,1,NA,0,NA,1,NA,0,NA,17,8,0,"Not religious","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1753",NA,3,NA,0,NA,5,NA,1,NA,16,2,0,"Black Protestant","High school","Black",NA,NA,NA,1,0,0,0,"Parent"
"1754",0,6,6,1,1,4,4,0,0,15,8,0,"Conservative Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1755",1,6,5,1,0,5,4,1,0,15,9,0,"Black Protestant","Beyond high school","Black",1,0,2,1,1,1,1,"Parent"
"1756",NA,7,7,1,1,5,5,1,1,14,11,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1757",0,2,2,0,0,3,3,0,0,16,3,0,"Catholic","High school","Hispanic",0,0,1,1,1,1,1,"Parent"
"1758",0,3,NA,0,NA,5,NA,1,NA,14,7,1,"Mainline Protestant","Beyond high school","White",0,0,0,1,0,1,0,"Step p."
"1759",0,1,2,0,0,4,2,0,0,15,8,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1760",0,3,7,0,1,5,5,1,1,15,4,0,"Black Protestant","High school","Black",0,0,1,1,1,1,1,"Parent"
"1761",NA,3,6,0,1,5,5,1,1,14,6,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Step p."
"1762",0,1,NA,0,NA,3,NA,0,NA,14,3,1,"Not religious","Beyond high school","White",0,0,0,1,0,1,0,"Parent"
"1763",NA,6,6,1,1,4,4,0,0,13,NA,0,"Not disclosed","Less than 12th grade","Hispanic",NA,NA,NA,1,1,0,0,"Grandparent"
"1764",0,1,1,0,0,2,2,0,0,17,2,1,"Catholic","High school","White",0,0,0,1,1,1,1,"Parent"
"1765",0,7,5,1,0,5,5,1,1,14,8,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1766",0,7,6,1,1,5,4,1,0,16,5,1,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1767",0,3,4,0,0,3,3,0,0,14,2,0,"Catholic","High school","Other",0,0,0,1,1,1,1,"Parent"
"1768",0,1,2,0,0,4,3,0,0,13,4,0,"Not religious","High school","Hispanic",0,0,0,1,1,1,1,"Parent"
"1769",0,1,1,0,0,2,1,0,0,14,8,1,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1770",0,3,2,0,0,4,3,0,0,16,4,1,"Mainline Protestant","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1771",NA,3,NA,0,NA,4,5,0,1,15,5,1,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Legal guardian"
"1772",NA,5,NA,0,NA,2,NA,0,NA,17,NA,0,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1773",0,4,6,0,1,3,3,0,0,15,7,1,"Mormon","Beyond high school","White",0,0,1,1,1,1,1,"Parent"
"1774",1,4,1,0,0,4,3,0,0,14,6,1,"Conservative Protestant","High school","White",1,0,3,1,1,1,1,"Parent"
"1775",NA,7,6,1,1,5,5,1,1,13,7,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1776",0,1,NA,0,NA,2,NA,0,NA,17,11,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,0,1,0,"Adoptive p."
"1777",0,1,NA,0,NA,3,NA,0,NA,15,3,0,"Catholic","Less than 12th grade","Other",0,0,0,1,0,1,0,"Parent"
"1778",NA,2,NA,0,NA,2,NA,0,NA,13,5,1,"Catholic","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1779",NA,7,NA,1,NA,4,NA,0,NA,17,5,1,"Other religion","Beyond high school","Other",NA,NA,NA,1,0,0,0,"Parent"
"1780",0,1,1,0,0,3,1,0,0,16,11,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Step p."
"1781",NA,3,NA,0,NA,4,NA,0,NA,16,4,0,"Conservative Protestant","Beyond high school","White",NA,NA,NA,1,0,0,0,"Parent"
"1782",NA,5,3,0,0,2,5,0,1,16,4,0,"Black Protestant","Beyond high school","Black",NA,NA,NA,1,1,0,0,"Parent"
"1783",NA,3,NA,0,NA,4,NA,0,NA,17,1,1,"Catholic","Beyond high school","Hispanic",NA,NA,NA,1,0,0,0,"Parent"
"1784",NA,7,4,1,0,5,3,1,0,13,8,1,"Catholic","Beyond high school","White",NA,NA,NA,1,1,0,0,"Parent"
"1785",0,2,2,0,0,2,3,0,0,13,6,0,"Black Protestant","Beyond high school","Black",0,0,0,1,1,1,1,"Parent"
"1786",0,1,1,0,0,2,3,0,0,14,6,0,"Not religious","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1787",0,6,NA,1,NA,5,NA,1,NA,15,2,1,"Conservative Protestant","Less than 12th grade","White",0,1,1,1,0,1,0,"Parent"
"1788",0,6,5,1,0,4,4,0,0,13,6,0,"Catholic","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1789",0,4,6,0,1,3,4,0,0,13,NA,0,"Conservative Protestant","Beyond high school","White",0,0,0,1,1,1,1,"Parent"
"1790",0,7,5,1,0,4,5,0,1,14,4,1,"Conservative Protestant","High school","White",0,0,0,1,1,1,1,"Parent"
